"","...1","ID.Ibex","Label","Response","FeatureMatch","Word1","Word2","WordPair","Conceptual","Valence","Category","Experiment"
"3886",1286,"6548f960db60a00d76e92695","control_MaxMatch_Positive_Concrete",0,"MaxMatch","flowers","fireplace","flowers-fireplace","Conc-Abs","PositiveMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3887",1287,"6548f960db60a00d76e92695","control_MaxMismatch",0,"MaxMismatch","love","injury","love-injury","Conc-Abs","PositiveMismatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3888",1288,"6548f960db60a00d76e92695","control_Similar",99,"SimilarControl","get","obtain","get-obtain","Conc-Abs",NA,"Nouns","Ex1b: Conc-Abs (Nouns)"
"3889",1289,"6548f960db60a00d76e92695","control_Dissimilar",0,"DissimilarControl","open","close","open-close","Conc-Abs",NA,"Nouns","Ex1b: Conc-Abs (Nouns)"
"3890",1290,"6548f960db60a00d76e92695","test_ConceptualMatch_Abstract",0,"ConceptualMatchingOnly","envy","happiness","envy-happiness","Conc-Abs","NegativeMismatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3891",1291,"6548f960db60a00d76e92695","control_Similar",0,"SimilarControl","show","display","show-display","Conc-Abs",NA,"Nouns","Ex1b: Conc-Abs (Nouns)"
"3892",1292,"6548f960db60a00d76e92695","test_ValenceMatch_Negative",0,"ValenceMatchingOnly","shame","mold","shame-mold","Conc-Abs","NegativeMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3893",1293,"6548f960db60a00d76e92695","test_ValenceMatch_Positive",0,"ValenceMatchingOnly","home","happiness","home-happiness","Conc-Abs","PositiveMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3894",1294,"6548f960db60a00d76e92695","control_Dissimilar",0,"DissimilarControl","add","remove","add-remove","Conc-Abs",NA,"Nouns","Ex1b: Conc-Abs (Nouns)"
"3895",1295,"6548f960db60a00d76e92695","control_MaxMatch_Positive_Abstract",0,"MaxMatch","hope","compassion","hope-compassion","Conc-Abs","PositiveMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3896",1296,"6548f960db60a00d76e92695","control_MaxMatch_Negative_Concrete",0,"MaxMatch","mud","injury","mud-injury","Conc-Abs","NegativeMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3897",1297,"6548f960db60a00d76e92695","control_MaxMatch_Negative_Abstract",81,"MaxMatch","guilt","shame","guilt-shame","Conc-Abs","NegativeMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3898",1298,"6548f960db60a00d76e92695","test_ConceptualMatch_Concrete",0,"ConceptualMatchingOnly","chocolate","rust","chocolate-rust","Conc-Abs","PositiveMismatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3899",1299,"6548f960db60a00d76e92695","control_MaxMatch_Positive_Concrete",0,"MaxMatch","beach","home","beach-home","Conc-Abs","PositiveMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3900",1300,"6548f960db60a00d76e92695","control_MaxMismatch",0,"MaxMismatch","kindness","injury","kindness-injury","Conc-Abs","PositiveMismatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3901",1301,"5f15f2a9eeada712d2014314","control_Dissimilar",3,"DissimilarControl","push","pull","push-pull","Conc-Abs",NA,"Nouns","Ex1b: Conc-Abs (Nouns)"
"3902",1302,"5f15f2a9eeada712d2014314","control_Similar",96,"SimilarControl","ask","inquire","ask-inquire","Conc-Abs",NA,"Nouns","Ex1b: Conc-Abs (Nouns)"
"3903",1303,"5f15f2a9eeada712d2014314","control_MaxMatch_Positive_Abstract",83,"MaxMatch","peace","freedom","peace-freedom","Conc-Abs","PositiveMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3904",1304,"5f15f2a9eeada712d2014314","test_ValenceMatch_Negative",37,"ValenceMatchingOnly","guilt","injury","guilt-injury","Conc-Abs","NegativeMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3905",1305,"5f15f2a9eeada712d2014314","control_MaxMatch_Positive_Concrete",48,"MaxMatch","laughter","fireplace","laughter-fireplace","Conc-Abs","PositiveMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3906",1306,"5f15f2a9eeada712d2014314","test_ValenceMatch_Positive",55,"ValenceMatchingOnly","sunshine","compassion","sunshine-compassion","Conc-Abs","PositiveMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3907",1307,"5f15f2a9eeada712d2014314","control_MaxMatch_Negative_Concrete",27,"MaxMatch","garbage","stench","garbage-stench","Conc-Abs","NegativeMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3908",1308,"5f15f2a9eeada712d2014314","control_Dissimilar",5,"DissimilarControl","come","go","come-go","Conc-Abs",NA,"Nouns","Ex1b: Conc-Abs (Nouns)"
"3909",1309,"5f15f2a9eeada712d2014314","control_Similar",99,"SimilarControl","help","assist","help-assist","Conc-Abs",NA,"Nouns","Ex1b: Conc-Abs (Nouns)"
"3910",1310,"5f15f2a9eeada712d2014314","test_ConceptualMatch_Concrete",48,"ConceptualMatchingOnly","fireplace","garbage","fireplace-garbage","Conc-Abs","PositiveMismatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3911",1311,"5f15f2a9eeada712d2014314","control_MaxMatch_Negative_Abstract",54,"MaxMatch","anxiety","shame","anxiety-shame","Conc-Abs","NegativeMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3912",1312,"5f15f2a9eeada712d2014314","test_ConceptualMatch_Abstract",41,"ConceptualMatchingOnly","lonliness","inspiration","lonliness-inspiration","Conc-Abs","NegativeMismatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3913",1313,"5f15f2a9eeada712d2014314","control_MaxMismatch",41,"MaxMismatch","compassion","injury","compassion-injury","Conc-Abs","PositiveMismatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3914",1314,"5f15f2a9eeada712d2014314","control_Dissimilar",0,"DissimilarControl","arrive","leave","arrive-leave","Conc-Abs",NA,"Nouns","Ex1b: Conc-Abs (Nouns)"
"3915",1315,"5f15f2a9eeada712d2014314","control_Similar",99,"SimilarControl","end","finish","end-finish","Conc-Abs",NA,"Nouns","Ex1b: Conc-Abs (Nouns)"
"3916",1316,"5f15f2a9eeada712d2014314","control_MaxMatch_Positive_Abstract",67,"MaxMatch","love","joy","love-joy","Conc-Abs","PositiveMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3917",1317,"5f15f2a9eeada712d2014314","test_ValenceMatch_Negative",45,"ValenceMatchingOnly","anxiety","rust","anxiety-rust","Conc-Abs","NegativeMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3918",1318,"5f15f2a9eeada712d2014314","control_MaxMatch_Positive_Concrete",62,"MaxMatch","laughter","music","laughter-music","Conc-Abs","PositiveMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3919",1319,"5f15f2a9eeada712d2014314","test_ValenceMatch_Positive",56,"ValenceMatchingOnly","flowers","hope","flowers-hope","Conc-Abs","PositiveMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3920",1320,"5f15f2a9eeada712d2014314","control_MaxMatch_Negative_Concrete",46,"MaxMatch","injury","stench","injury-stench","Conc-Abs","NegativeMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3921",1321,"5f15f2a9eeada712d2014314","control_Dissimilar",0,"DissimilarControl","open","close","open-close","Conc-Abs",NA,"Nouns","Ex1b: Conc-Abs (Nouns)"
"3922",1322,"5f15f2a9eeada712d2014314","control_Similar",96,"SimilarControl","show","display","show-display","Conc-Abs",NA,"Nouns","Ex1b: Conc-Abs (Nouns)"
"3923",1323,"5f15f2a9eeada712d2014314","test_ConceptualMatch_Concrete",46,"ConceptualMatchingOnly","music","stench","music-stench","Conc-Abs","PositiveMismatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3924",1324,"5f15f2a9eeada712d2014314","control_MaxMatch_Negative_Abstract",48,"MaxMatch","grief","resentment","grief-resentment","Conc-Abs","NegativeMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3925",1325,"5f15f2a9eeada712d2014314","test_ConceptualMatch_Abstract",30,"ConceptualMatchingOnly","regret","inspiration","regret-inspiration","Conc-Abs","NegativeMismatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3926",1326,"5f15f2a9eeada712d2014314","control_MaxMismatch",43,"MaxMismatch","love","smoke","love-smoke","Conc-Abs","PositiveMismatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3927",1327,"5f15f2a9eeada712d2014314","control_Dissimilar",6,"DissimilarControl","rise","fall","rise-fall","Conc-Abs",NA,"Nouns","Ex1b: Conc-Abs (Nouns)"
"3928",1328,"5f15f2a9eeada712d2014314","control_Similar",85,"SimilarControl","need","require","need-require","Conc-Abs",NA,"Nouns","Ex1b: Conc-Abs (Nouns)"
"3929",1329,"5f15f2a9eeada712d2014314","control_MaxMatch_Positive_Abstract",79,"MaxMatch","love","compassion","love-compassion","Conc-Abs","PositiveMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3930",1330,"5f15f2a9eeada712d2014314","test_ValenceMatch_Negative",42,"ValenceMatchingOnly","despair","rot","despair-rot","Conc-Abs","NegativeMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3931",1331,"5f15f2a9eeada712d2014314","control_MaxMatch_Positive_Concrete",44,"MaxMatch","music","beach","music-beach","Conc-Abs","PositiveMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3932",1332,"5f15f2a9eeada712d2014314","test_ValenceMatch_Positive",55,"ValenceMatchingOnly","hug","inspiration","hug-inspiration","Conc-Abs","PositiveMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3933",1333,"5f15f2a9eeada712d2014314","control_MaxMatch_Negative_Concrete",80,"MaxMatch","rot","stench","rot-stench","Conc-Abs","NegativeMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3934",1334,"5f15f2a9eeada712d2014314","control_Dissimilar",0,"DissimilarControl","add","remove","add-remove","Conc-Abs",NA,"Nouns","Ex1b: Conc-Abs (Nouns)"
"3935",1335,"5f15f2a9eeada712d2014314","control_Similar",88,"SimilarControl","buy","purchase","buy-purchase","Conc-Abs",NA,"Nouns","Ex1b: Conc-Abs (Nouns)"
"3936",1336,"5f15f2a9eeada712d2014314","test_ConceptualMatch_Concrete",45,"ConceptualMatchingOnly","music","smoke","music-smoke","Conc-Abs","PositiveMismatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3937",1337,"5f15f2a9eeada712d2014314","control_MaxMatch_Negative_Abstract",54,"MaxMatch","anxiety","resentment","anxiety-resentment","Conc-Abs","NegativeMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3938",1338,"5f15f2a9eeada712d2014314","test_ConceptualMatch_Abstract",34,"ConceptualMatchingOnly","resentment","peace","resentment-peace","Conc-Abs","NegativeMismatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3939",1339,"5f15f2a9eeada712d2014314","control_MaxMismatch",38,"MaxMismatch","inspiration","injury","inspiration-injury","Conc-Abs","PositiveMismatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3940",1340,"5f15f2a9eeada712d2014314","control_Dissimilar",0,"DissimilarControl","enter","exit","enter-exit","Conc-Abs",NA,"Nouns","Ex1b: Conc-Abs (Nouns)"
"3941",1341,"5f15f2a9eeada712d2014314","control_Similar",64,"SimilarControl","use","employ","use-employ","Conc-Abs",NA,"Nouns","Ex1b: Conc-Abs (Nouns)"
"3942",1342,"5f15f2a9eeada712d2014314","control_MaxMatch_Positive_Abstract",61,"MaxMatch","happiness","compassion","happiness-compassion","Conc-Abs","PositiveMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3943",1343,"5f15f2a9eeada712d2014314","test_ValenceMatch_Negative",40,"ValenceMatchingOnly","anxiety","smoke","anxiety-smoke","Conc-Abs","NegativeMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3944",1344,"5f15f2a9eeada712d2014314","control_MaxMatch_Positive_Concrete",44,"MaxMatch","laughter","rain","laughter-rain","Conc-Abs","PositiveMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3945",1345,"5f15f2a9eeada712d2014314","test_ValenceMatch_Positive",56,"ValenceMatchingOnly","home","inspiration","home-inspiration","Conc-Abs","PositiveMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3946",1346,"5f15f2a9eeada712d2014314","control_MaxMatch_Negative_Concrete",83,"MaxMatch","garbage","filth","garbage-filth","Conc-Abs","NegativeMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3947",1347,"5f15f2a9eeada712d2014314","control_Dissimilar",1,"DissimilarControl","begin","end","begin-end","Conc-Abs",NA,"Nouns","Ex1b: Conc-Abs (Nouns)"
"3948",1348,"5f15f2a9eeada712d2014314","control_Similar",58,"SimilarControl","get","obtain","get-obtain","Conc-Abs",NA,"Nouns","Ex1b: Conc-Abs (Nouns)"
"3949",1349,"5f15f2a9eeada712d2014314","test_ConceptualMatch_Concrete",25,"ConceptualMatchingOnly","beach","garbage","beach-garbage","Conc-Abs","PositiveMismatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3950",1350,"5f15f2a9eeada712d2014314","control_MaxMatch_Negative_Abstract",64,"MaxMatch","lonliness","grief","lonliness-grief","Conc-Abs","NegativeMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3951",1351,"5f15f2a9eeada712d2014314","test_ConceptualMatch_Abstract",17,"ConceptualMatchingOnly","lonliness","hope","lonliness-hope","Conc-Abs","NegativeMismatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3952",1352,"5f15f2a9eeada712d2014314","control_MaxMismatch",18,"MaxMismatch","happiness","filth","happiness-filth","Conc-Abs","PositiveMismatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3953",1353,"5f15f2a9eeada712d2014314","control_Dissimilar",0,"DissimilarControl","give","take","give-take","Conc-Abs",NA,"Nouns","Ex1b: Conc-Abs (Nouns)"
"3954",1354,"5f15f2a9eeada712d2014314","control_Similar",99,"SimilarControl","begin","start","begin-start","Conc-Abs",NA,"Nouns","Ex1b: Conc-Abs (Nouns)"
"3955",1355,"5f15f2a9eeada712d2014314","control_MaxMatch_Positive_Abstract",67,"MaxMatch","peace","compassion","peace-compassion","Conc-Abs","PositiveMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3956",1356,"5f15f2a9eeada712d2014314","test_ValenceMatch_Negative",54,"ValenceMatchingOnly","despair","smoke","despair-smoke","Conc-Abs","NegativeMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3957",1357,"5f15f2a9eeada712d2014314","control_MaxMatch_Positive_Concrete",69,"MaxMatch","flowers","chocolate","flowers-chocolate","Conc-Abs","PositiveMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3958",1358,"5f15f2a9eeada712d2014314","test_ValenceMatch_Positive",68,"ValenceMatchingOnly","music","joy","music-joy","Conc-Abs","PositiveMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3959",1359,"5f15f2a9eeada712d2014314","control_MaxMatch_Negative_Concrete",44,"MaxMatch","smoke","stench","smoke-stench","Conc-Abs","NegativeMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3960",1360,"5f15f2a9eeada712d2014314","control_Dissimilar",0,"DissimilarControl","increase","decrease","increase-decrease","Conc-Abs",NA,"Nouns","Ex1b: Conc-Abs (Nouns)"
"3961",1361,"5f15f2a9eeada712d2014314","control_Similar",81,"SimilarControl","speak","talk","speak-talk","Conc-Abs",NA,"Nouns","Ex1b: Conc-Abs (Nouns)"
"3962",1362,"5f15f2a9eeada712d2014314","test_ConceptualMatch_Concrete",24,"ConceptualMatchingOnly","beach","rot","beach-rot","Conc-Abs","PositiveMismatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3963",1363,"5f15f2a9eeada712d2014314","control_MaxMatch_Negative_Abstract",59,"MaxMatch","grief","failure","grief-failure","Conc-Abs","NegativeMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3964",1364,"5f15f2a9eeada712d2014314","test_ConceptualMatch_Abstract",40,"ConceptualMatchingOnly","lonliness","freedom","lonliness-freedom","Conc-Abs","NegativeMismatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3965",1365,"5f15f2a9eeada712d2014314","control_MaxMismatch",29,"MaxMismatch","kindness","filth","kindness-filth","Conc-Abs","PositiveMismatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3966",1366,"60cb3c4b9454f7a196355088","control_Similar",99,"SimilarControl","end","finish","end-finish","Conc-Abs",NA,"Nouns","Ex1b: Conc-Abs (Nouns)"
"3967",1367,"60cb3c4b9454f7a196355088","control_Dissimilar",0,"DissimilarControl","enter","exit","enter-exit","Conc-Abs",NA,"Nouns","Ex1b: Conc-Abs (Nouns)"
"3968",1368,"60cb3c4b9454f7a196355088","test_ConceptualMatch_Abstract",0,"ConceptualMatchingOnly","resentment","gratitude","resentment-gratitude","Conc-Abs","NegativeMismatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3969",1369,"60cb3c4b9454f7a196355088","control_MaxMatch_Negative_Concrete",61,"MaxMatch","rot","mud","rot-mud","Conc-Abs","NegativeMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3970",1370,"60cb3c4b9454f7a196355088","control_MaxMatch_Positive_Concrete",0,"MaxMatch","laughter","beach","laughter-beach","Conc-Abs","PositiveMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3971",1371,"60cb3c4b9454f7a196355088","test_ConceptualMatch_Concrete",0,"ConceptualMatchingOnly","beach","rot","beach-rot","Conc-Abs","PositiveMismatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3972",1372,"60cb3c4b9454f7a196355088","control_MaxMatch_Negative_Abstract",63,"MaxMatch","anxiety","grief","anxiety-grief","Conc-Abs","NegativeMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3973",1373,"60cb3c4b9454f7a196355088","test_ValenceMatch_Negative",0,"ValenceMatchingOnly","lonliness","stench","lonliness-stench","Conc-Abs","NegativeMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3974",1374,"60cb3c4b9454f7a196355088","control_Similar",99,"SimilarControl","ask","inquire","ask-inquire","Conc-Abs",NA,"Nouns","Ex1b: Conc-Abs (Nouns)"
"3975",1375,"60cb3c4b9454f7a196355088","control_Dissimilar",24,"DissimilarControl","rise","fall","rise-fall","Conc-Abs",NA,"Nouns","Ex1b: Conc-Abs (Nouns)"
"3976",1376,"60cb3c4b9454f7a196355088","control_MaxMatch_Positive_Abstract",60,"MaxMatch","happiness","inspiration","happiness-inspiration","Conc-Abs","PositiveMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3977",1377,"60cb3c4b9454f7a196355088","test_ValenceMatch_Positive",0,"ValenceMatchingOnly","fireplace","joy","fireplace-joy","Conc-Abs","PositiveMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3978",1378,"60cb3c4b9454f7a196355088","control_MaxMismatch",0,"MaxMismatch","kindness","garbage","kindness-garbage","Conc-Abs","PositiveMismatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3979",1379,"60cb3c4b9454f7a196355088","control_Similar",99,"SimilarControl","buy","purchase","buy-purchase","Conc-Abs",NA,"Nouns","Ex1b: Conc-Abs (Nouns)"
"3980",1380,"60cb3c4b9454f7a196355088","control_Dissimilar",0,"DissimilarControl","arrive","leave","arrive-leave","Conc-Abs",NA,"Nouns","Ex1b: Conc-Abs (Nouns)"
"3981",1381,"60cb3c4b9454f7a196355088","test_ConceptualMatch_Abstract",0,"ConceptualMatchingOnly","guilt","love","guilt-love","Conc-Abs","NegativeMismatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3982",1382,"60cb3c4b9454f7a196355088","control_MaxMatch_Negative_Concrete",16,"MaxMatch","vomit","mold","vomit-mold","Conc-Abs","NegativeMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3983",1383,"60cb3c4b9454f7a196355088","control_MaxMatch_Positive_Concrete",0,"MaxMatch","sunshine","home","sunshine-home","Conc-Abs","PositiveMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3984",1384,"60cb3c4b9454f7a196355088","test_ConceptualMatch_Concrete",0,"ConceptualMatchingOnly","rain","mold","rain-mold","Conc-Abs","PositiveMismatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3985",1385,"60cb3c4b9454f7a196355088","control_MaxMatch_Negative_Abstract",51,"MaxMatch","anxiety","resentment","anxiety-resentment","Conc-Abs","NegativeMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3986",1386,"60cb3c4b9454f7a196355088","test_ValenceMatch_Negative",18,"ValenceMatchingOnly","anxiety","rust","anxiety-rust","Conc-Abs","NegativeMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3987",1387,"60cb3c4b9454f7a196355088","control_Similar",99,"SimilarControl","begin","start","begin-start","Conc-Abs",NA,"Nouns","Ex1b: Conc-Abs (Nouns)"
"3988",1388,"60cb3c4b9454f7a196355088","control_Dissimilar",0,"DissimilarControl","open","close","open-close","Conc-Abs",NA,"Nouns","Ex1b: Conc-Abs (Nouns)"
"3989",1389,"60cb3c4b9454f7a196355088","control_MaxMatch_Positive_Abstract",20,"MaxMatch","love","peace","love-peace","Conc-Abs","PositiveMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3990",1390,"60cb3c4b9454f7a196355088","test_ValenceMatch_Positive",12,"ValenceMatchingOnly","fireplace","compassion","fireplace-compassion","Conc-Abs","PositiveMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3991",1391,"60cb3c4b9454f7a196355088","control_MaxMismatch",0,"MaxMismatch","happiness","vomit","happiness-vomit","Conc-Abs","PositiveMismatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3992",1392,"60cb3c4b9454f7a196355088","control_Similar",31,"SimilarControl","use","employ","use-employ","Conc-Abs",NA,"Nouns","Ex1b: Conc-Abs (Nouns)"
"3993",1393,"60cb3c4b9454f7a196355088","control_Dissimilar",0,"DissimilarControl","push","pull","push-pull","Conc-Abs",NA,"Nouns","Ex1b: Conc-Abs (Nouns)"
"3994",1394,"60cb3c4b9454f7a196355088","test_ConceptualMatch_Abstract",0,"ConceptualMatchingOnly","envy","peace","envy-peace","Conc-Abs","NegativeMismatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3995",1395,"60cb3c4b9454f7a196355088","control_MaxMatch_Negative_Concrete",57,"MaxMatch","mud","garbage","mud-garbage","Conc-Abs","NegativeMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3996",1396,"60cb3c4b9454f7a196355088","control_MaxMatch_Positive_Concrete",0,"MaxMatch","rain","chocolate","rain-chocolate","Conc-Abs","PositiveMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3997",1397,"60cb3c4b9454f7a196355088","test_ConceptualMatch_Concrete",0,"ConceptualMatchingOnly","laughter","vomit","laughter-vomit","Conc-Abs","PositiveMismatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3998",1398,"60cb3c4b9454f7a196355088","control_MaxMatch_Negative_Abstract",66,"MaxMatch","regret","despair","regret-despair","Conc-Abs","NegativeMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"3999",1399,"60cb3c4b9454f7a196355088","test_ValenceMatch_Negative",0,"ValenceMatchingOnly","regret","smoke","regret-smoke","Conc-Abs","NegativeMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"4000",1400,"60cb3c4b9454f7a196355088","control_Similar",83,"SimilarControl","need","require","need-require","Conc-Abs",NA,"Nouns","Ex1b: Conc-Abs (Nouns)"
"4001",1401,"60cb3c4b9454f7a196355088","control_Dissimilar",0,"DissimilarControl","begin","end","begin-end","Conc-Abs",NA,"Nouns","Ex1b: Conc-Abs (Nouns)"
"4002",1402,"60cb3c4b9454f7a196355088","control_MaxMatch_Positive_Abstract",65,"MaxMatch","hope","peace","hope-peace","Conc-Abs","PositiveMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"4003",1403,"60cb3c4b9454f7a196355088","test_ValenceMatch_Positive",28,"ValenceMatchingOnly","hug","gratitude","hug-gratitude","Conc-Abs","PositiveMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"4004",1404,"60cb3c4b9454f7a196355088","control_MaxMismatch",0,"MaxMismatch","happiness","mold","happiness-mold","Conc-Abs","PositiveMismatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"4005",1405,"60cb3c4b9454f7a196355088","control_Similar",99,"SimilarControl","get","obtain","get-obtain","Conc-Abs",NA,"Nouns","Ex1b: Conc-Abs (Nouns)"
"4006",1406,"60cb3c4b9454f7a196355088","control_Dissimilar",61,"DissimilarControl","give","take","give-take","Conc-Abs",NA,"Nouns","Ex1b: Conc-Abs (Nouns)"
"4007",1407,"60cb3c4b9454f7a196355088","test_ConceptualMatch_Abstract",0,"ConceptualMatchingOnly","shame","inspiration","shame-inspiration","Conc-Abs","NegativeMismatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"4008",1408,"60cb3c4b9454f7a196355088","control_MaxMatch_Negative_Concrete",0,"MaxMatch","rust","mold","rust-mold","Conc-Abs","NegativeMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"4009",1409,"60cb3c4b9454f7a196355088","control_MaxMatch_Positive_Concrete",0,"MaxMatch","laughter","flowers","laughter-flowers","Conc-Abs","PositiveMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"4010",1410,"60cb3c4b9454f7a196355088","test_ConceptualMatch_Concrete",83,"ConceptualMatchingOnly","fireplace","smoke","fireplace-smoke","Conc-Abs","PositiveMismatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"4011",1411,"60cb3c4b9454f7a196355088","control_MaxMatch_Negative_Abstract",66,"MaxMatch","anxiety","guilt","anxiety-guilt","Conc-Abs","NegativeMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"4012",1412,"60cb3c4b9454f7a196355088","test_ValenceMatch_Negative",12,"ValenceMatchingOnly","despair","rot","despair-rot","Conc-Abs","NegativeMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"4013",1413,"60cb3c4b9454f7a196355088","control_Similar",99,"SimilarControl","help","assist","help-assist","Conc-Abs",NA,"Nouns","Ex1b: Conc-Abs (Nouns)"
"4014",1414,"60cb3c4b9454f7a196355088","control_Dissimilar",0,"DissimilarControl","increase","decrease","increase-decrease","Conc-Abs",NA,"Nouns","Ex1b: Conc-Abs (Nouns)"
"4015",1415,"60cb3c4b9454f7a196355088","control_MaxMatch_Positive_Abstract",65,"MaxMatch","peace","gratitude","peace-gratitude","Conc-Abs","PositiveMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"4016",1416,"60cb3c4b9454f7a196355088","test_ValenceMatch_Positive",0,"ValenceMatchingOnly","music","joy","music-joy","Conc-Abs","PositiveMatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"4017",1417,"60cb3c4b9454f7a196355088","control_MaxMismatch",0,"MaxMismatch","kindness","injury","kindness-injury","Conc-Abs","PositiveMismatch","Nouns","Ex1b: Conc-Abs (Nouns)"
"4018",1418,"60cb3c4b9454f7a196355088","control_Similar",99,"SimilarControl","speak","talk","speak-talk","Conc-Abs",NA,"Nouns","Ex1b: Conc-Abs (Nouns)"
"4019",1419,"60cb3c4b9454f7a196355088","control_Dissimilar",0,"DissimilarControl","come","go","come-go","Conc-Abs",NA,"Nouns","Ex1b: Conc-Abs (Nouns)"
"4020",1420,"60cb3c4b9454f7a196355088","test_ConceptualMatch_Abstract",0,"ConceptualMatchingOnly","anxiety","freedom","anxiety-freedom","Conc-Abs","NegativeMismatch","Nouns","Ex1b: Conc-Abs (Nouns)"
